Timestamp,CAN_ID,DLC,DataBytes...
5.174986,18DA28F1X,8,03,22,F1,10,00,00,00,00,Length
5.177870,18DAF128X,8,10,14,62,F1,10,0E,35,37,Length
5.178285,18DA28F1X,8,30,00,00,00,00,00,00,00,Length
5.178865,18DAF128X,8,21,31,31,30,33,32,4A,4E,Length
5.179873,18DAF128X,8,22,30,31,31,4D,31,FF,FF,Length
5.775160,18DA28F1X,8,02,3E,00,00,00,00,00,00,Length
5.777774,18DAF128X,8,02,7E,00,55,55,55,55,55,Length
